customer_id,persona
625,Weekend
626,Thrifty
627,Thrifty
628,Weekend
629,Commuter
630,Commuter
631,Weekend
632,Shopper
633,Thrifty
634,Thrifty
635,Commuter
636,Thrifty
637,Thrifty
638,Commuter
639,Commuter
640,Thrifty
641,Commuter
642,Thrifty
643,Commuter
644,Thrifty
645,Commuter
646,Shopper
647,Weekend
648,Weekend
649,Weekend
650,Thrifty
651,Commuter
652,Thrifty
653,Weekend
654,Weekend
655,Thrifty
656,Commuter
657,Commuter
658,Thrifty
659,Weekend
660,Weekend
661,Thrifty
662,Shopper
663,Weekend
664,Commuter
665,Commuter
666,Commuter
667,Commuter
668,Commuter
669,Commuter
670,Commuter
671,Commuter
672,Shopper
673,Commuter
674,Thrifty
675,Thrifty
676,Shopper
677,Commuter
678,Thrifty
679,Shopper
680,Shopper
681,Shopper
682,Commuter
683,Commuter
684,Weekend
685,Shopper
686,Weekend
687,Weekend
688,Commuter
689,Weekend
690,Commuter
691,Thrifty
692,Thrifty
693,Thrifty
694,Commuter
695,Commuter
696,Weekend
697,Commuter
698,Weekend
699,Commuter
700,Thrifty
701,Thrifty
702,Commuter
703,Thrifty
704,Commuter
705,Commuter
706,Shopper
707,Thrifty
708,Shopper
709,Commuter
710,Weekend
711,Weekend
712,Weekend
713,Thrifty
714,Thrifty
715,Thrifty
716,Shopper
717,Shopper
718,Shopper
719,Commuter
720,Weekend
721,Shopper
722,Commuter
723,Commuter
724,Weekend
725,Weekend
726,Shopper
727,Commuter
728,Weekend
729,Commuter
730,Commuter
731,Commuter
732,Shopper
733,Weekend
734,Thrifty
735,Thrifty
736,Shopper
737,Thrifty
738,Shopper
739,Thrifty
740,Thrifty
741,Thrifty
742,Thrifty
743,Weekend
744,Thrifty
745,Commuter
746,Shopper
747,Thrifty
748,Thrifty
749,Shopper
750,Weekend
751,Commuter
752,Shopper
753,Weekend
754,Thrifty
755,Commuter
756,Weekend
757,Weekend
758,Thrifty
759,Shopper
760,Weekend
761,Commuter
762,Thrifty
763,Commuter
764,Weekend
765,Commuter
766,Weekend
767,Weekend
768,Shopper
769,Thrifty
770,Shopper
771,Commuter
772,Shopper
773,Commuter
774,Thrifty
775,Weekend
776,Commuter
777,Commuter
778,Weekend
779,Weekend
780,Weekend
781,Weekend
782,Thrifty
783,Commuter
784,Thrifty
785,Commuter
786,Shopper
787,Weekend
788,Thrifty
789,Thrifty
790,Shopper
791,Commuter
792,Weekend
793,Thrifty
794,Weekend
795,Commuter
796,Shopper
797,Shopper
798,Weekend
799,Weekend
800,Shopper
801,Weekend
802,Commuter
803,Weekend
804,Weekend
805,Thrifty
806,Weekend
807,Shopper
808,Shopper
809,Thrifty
810,Commuter
811,Shopper
812,Shopper
813,Commuter
814,Shopper
815,Shopper
816,Thrifty
817,Weekend
818,Thrifty
819,Commuter
820,Thrifty
821,Shopper
822,Commuter
823,Thrifty
824,Thrifty
825,Thrifty
826,Shopper
827,Thrifty
828,Thrifty
829,Weekend
830,Thrifty
831,Commuter
832,Thrifty
833,Commuter
834,Commuter
835,Thrifty
836,Thrifty
837,Shopper
838,Thrifty
839,Weekend
840,Weekend
841,Commuter
842,Weekend
843,Commuter
844,Shopper
845,Commuter
846,Thrifty
847,Commuter
848,Shopper
849,Thrifty
850,Weekend
851,Commuter
852,Weekend
853,Commuter
854,Shopper
855,Commuter
856,Commuter
857,Commuter
858,Thrifty
859,Weekend
860,Commuter
861,Weekend
862,Thrifty
863,Thrifty
864,Thrifty
865,Thrifty
866,Weekend
867,Commuter
868,Commuter
869,Shopper
870,Shopper
871,Thrifty
872,Commuter
873,Weekend
874,Thrifty
875,Commuter
876,Commuter
877,Weekend
878,Weekend
879,Commuter
880,Commuter
881,Commuter
882,Weekend
883,Commuter
884,Commuter
885,Weekend
886,Commuter
887,Weekend
888,Commuter
889,Commuter
890,Commuter
891,Weekend
892,Shopper
893,Shopper
894,Thrifty
895,Weekend
896,Commuter
897,Commuter
898,Shopper
899,Commuter
900,Commuter
901,Commuter
902,Commuter
903,Commuter
904,Weekend
905,Thrifty
906,Shopper
907,Shopper
908,Thrifty
909,Commuter
910,Thrifty
911,Weekend
912,Commuter
913,Weekend
914,Thrifty
915,Weekend
916,Thrifty
917,Commuter
918,Shopper
919,Weekend
920,Commuter
921,Shopper
922,Thrifty
923,Shopper
924,Weekend
925,Thrifty
926,Commuter
927,Commuter
928,Thrifty
929,Weekend
930,Commuter
931,Commuter
932,Shopper
933,Shopper
934,Thrifty
935,Commuter
936,Commuter
937,Commuter
938,Shopper
939,Commuter
940,Weekend
941,Commuter
942,Weekend
943,Weekend
944,Shopper
945,Commuter
946,Commuter
947,Commuter
948,Shopper
949,Shopper
950,Weekend
951,Weekend
952,Weekend
953,Commuter
954,Shopper
955,Thrifty
956,Thrifty
957,Thrifty
958,Commuter
959,Commuter
960,Weekend
961,Commuter
962,Weekend
963,Commuter
964,Thrifty
965,Commuter
966,Thrifty
967,Weekend
968,Commuter
969,Weekend
970,Thrifty
971,Weekend
972,Shopper
973,Weekend
974,Commuter
975,Commuter
976,Commuter
977,Weekend
978,Commuter
979,Thrifty
980,Weekend
981,Thrifty
982,Weekend
983,Commuter
984,Commuter
985,Weekend
986,Thrifty
987,Weekend
988,Thrifty
989,Commuter
990,Shopper
991,Weekend
992,Weekend
993,Commuter
994,Weekend
995,Thrifty
996,Commuter
997,Shopper
998,Commuter
999,Shopper
1000,Thrifty
1001,Commuter
1002,Thrifty
1003,Shopper
1004,Weekend
1005,Shopper
1006,Weekend
1007,Weekend
1008,Shopper
1009,Commuter
1010,Thrifty
1011,Commuter
1012,Shopper
1013,Shopper
1014,Commuter
1015,Weekend
1016,Shopper
1017,Commuter
1018,Weekend
1019,Shopper
1020,Commuter
1021,Weekend
1022,Commuter
1023,Shopper
1024,Shopper
1025,Shopper
1026,Thrifty
1027,Shopper
1028,Shopper
1029,Thrifty
1030,Shopper
1031,Commuter
1032,Weekend
1033,Commuter
1034,Commuter
1035,Commuter
1036,Weekend
1037,Thrifty
1038,Weekend
1039,Commuter
1040,Thrifty
1041,Thrifty
1042,Weekend
1043,Thrifty
1044,Weekend
1045,Shopper
1046,Weekend
1047,Commuter
1048,Commuter
1049,Shopper
1050,Commuter
1051,Shopper
1052,Thrifty
1053,Shopper
1054,Weekend
1055,Shopper
1056,Thrifty
1057,Weekend
1058,Thrifty
1059,Thrifty
1060,Weekend
1061,Shopper
1062,Shopper
1063,Weekend
1064,Thrifty
1065,Thrifty
1066,Weekend
1067,Commuter
1068,Commuter
1069,Thrifty
1070,Commuter
1071,Commuter
1072,Commuter
1073,Commuter
1074,Commuter
1075,Shopper
1076,Thrifty
1077,Thrifty
1078,Weekend
1079,Commuter
1080,Shopper
1081,Weekend
1082,Commuter
1083,Thrifty
1084,Shopper
1085,Shopper
1086,Thrifty
1087,Weekend
1088,Commuter
1089,Shopper
1090,Commuter
1091,Shopper
1092,Weekend
1093,Weekend
1094,Thrifty
1095,Commuter
1096,Commuter
1097,Commuter
1098,Commuter
1099,Weekend
1100,Thrifty
1101,Commuter
1102,Shopper
1103,Shopper
1104,Shopper
1105,Shopper
1106,Commuter
1107,Thrifty
1108,Weekend
1109,Weekend
1110,Commuter
1111,Shopper
1112,Commuter
1113,Commuter
1114,Thrifty
1115,Weekend
1116,Weekend
1117,Commuter
1118,Shopper
1119,Commuter
1120,Commuter
1121,Shopper
1122,Shopper
1123,Shopper
1124,Shopper
1125,Weekend
1126,Weekend
1127,Commuter
1128,Thrifty
1129,Thrifty
1130,Commuter
1131,Weekend
1132,Thrifty
1133,Commuter
1134,Commuter
1135,Weekend
1136,Commuter
1137,Shopper
1138,Thrifty
1139,Thrifty
1140,Weekend
1141,Shopper
1142,Thrifty
1143,Weekend
1144,Weekend
1145,Commuter
1146,Shopper
1147,Weekend
1148,Weekend
1149,Shopper
1150,Shopper
1151,Weekend
1152,Shopper
1153,Weekend
1154,Weekend
1155,Weekend
1156,Weekend
1157,Commuter
1158,Shopper
1159,Shopper
1160,Commuter
1161,Shopper
1162,Commuter
1163,Thrifty
1164,Weekend
1165,Commuter
1166,Shopper
1167,Shopper
1168,Thrifty
1169,Commuter
1170,Commuter
1171,Weekend
1172,Shopper
1173,Weekend
1174,Commuter
1175,Weekend
1176,Thrifty
1177,Weekend
1178,Commuter
1179,Weekend
1180,Thrifty
1181,Shopper
1182,Thrifty
1183,Weekend
1184,Shopper
1185,Commuter
1186,Shopper
1187,Weekend
1188,Commuter
1189,Thrifty
1190,Weekend
1191,Commuter
1192,Weekend
1193,Thrifty
1194,Weekend
1195,Commuter
1196,Shopper
1197,Shopper
1198,Shopper
1199,Weekend
1200,Commuter
1201,Weekend
1202,Commuter
1203,Commuter
1204,Thrifty
1205,Thrifty
1206,Weekend
1207,Weekend
1208,Thrifty
1209,Commuter
1210,Shopper
1211,Thrifty
1212,Thrifty
1213,Commuter
1214,Weekend
1215,Weekend
1216,Commuter
1217,Commuter
1218,Weekend
1219,Weekend
1220,Commuter
1221,Shopper
1222,Commuter
1223,Thrifty
1224,Shopper
1225,Thrifty
1226,Weekend
1227,Thrifty
1228,Commuter
1229,Shopper
1230,Thrifty
1231,Shopper
1232,Commuter
1233,Commuter
1234,Commuter
1235,Weekend
1236,Thrifty
1237,Shopper
1238,Thrifty
1239,Shopper
1240,Commuter
1241,Shopper
1242,Weekend
1243,Weekend
1244,Shopper
1245,Weekend
1246,Weekend
1247,Commuter
1248,Commuter
1249,Shopper
1250,Weekend
1251,Weekend
1252,Thrifty
1253,Commuter
1254,Commuter
1255,Weekend
1256,Thrifty
1257,Commuter
1258,Thrifty
1259,Commuter
1260,Weekend
1261,Commuter
1262,Weekend
1263,Thrifty
1264,Thrifty
1265,Commuter
1266,Commuter
1267,Thrifty
1268,Thrifty
1269,Weekend
1270,Commuter
1271,Weekend
1272,Shopper
1273,Weekend
1274,Commuter
1275,Thrifty
1276,Commuter
1277,Commuter
1278,Shopper
1279,Commuter
1280,Thrifty
1281,Weekend
1282,Weekend
1283,Weekend
1284,Commuter
1285,Thrifty
1286,Thrifty
1287,Commuter
1288,Thrifty
1289,Commuter
1290,Commuter
1291,Thrifty
1292,Commuter
1293,Weekend
1294,Weekend
1295,Shopper
1296,Commuter
1297,Commuter
1298,Commuter
1299,Weekend
1300,Weekend
1301,Commuter
1302,Shopper
1303,Commuter
1304,Thrifty
1305,Weekend
1306,Shopper
1307,Weekend
1308,Shopper
1309,Thrifty
1310,Shopper
1311,Commuter
1312,Shopper
1313,Thrifty
1314,Shopper
1315,Thrifty
1316,Weekend
1317,Thrifty
1318,Weekend
1319,Commuter
1320,Commuter
1321,Commuter
1322,Commuter
1323,Shopper
1324,Commuter
1325,Shopper
1326,Thrifty
1327,Commuter
1328,Weekend
1329,Weekend
1330,Thrifty
1331,Weekend
1332,Weekend
1333,Commuter
1334,Shopper
1335,Shopper
1336,Weekend
1337,Commuter
1338,Weekend
1339,Commuter
1340,Commuter
1341,Commuter
1342,Thrifty
1343,Shopper
1344,Weekend
1345,Weekend
1346,Thrifty
1347,Thrifty
1348,Thrifty
1349,Shopper
1350,Commuter
1351,Shopper
1352,Weekend
1353,Thrifty
1354,Weekend
1355,Thrifty
1356,Shopper
1357,Shopper
1358,Thrifty
1359,Commuter
1360,Weekend
1361,Shopper
1362,Commuter
1363,Weekend
1364,Weekend
1365,Weekend
1366,Commuter
1367,Weekend
1368,Shopper
1369,Commuter
1370,Commuter
1371,Shopper
1372,Commuter
1373,Shopper
1374,Thrifty
1375,Commuter
1376,Shopper
1377,Thrifty
1378,Thrifty
1379,Thrifty
1380,Weekend
1381,Commuter
1382,Thrifty
1383,Shopper
1384,Commuter
1385,Weekend
1386,Thrifty
1387,Weekend
1388,Commuter
1389,Shopper
1390,Thrifty
1391,Commuter
1392,Commuter
1393,Commuter
1394,Thrifty
1395,Thrifty
1396,Shopper
1397,Thrifty
1398,Commuter
1399,Weekend
1400,Weekend
1401,Commuter
1402,Commuter
1403,Commuter
1404,Weekend
1405,Weekend
1406,Thrifty
1407,Shopper
1408,Shopper
1409,Weekend
1410,Shopper
1411,Commuter
1412,Commuter
1413,Commuter
1414,Commuter
1415,Thrifty
1416,Shopper
1417,Commuter
1418,Commuter
1419,Thrifty
1420,Shopper
1421,Thrifty
1422,Thrifty
1423,Commuter
1424,Commuter
1425,Shopper
1426,Shopper
1427,Commuter
1428,Shopper
1429,Weekend
1430,Shopper
1431,Thrifty
1432,Thrifty
1433,Thrifty
1434,Weekend
1435,Commuter
1436,Commuter
1437,Thrifty
1438,Weekend
1439,Commuter
1440,Weekend
1441,Shopper
1442,Commuter
1443,Weekend
1444,Thrifty
1445,Shopper
1446,Commuter
1447,Weekend
1448,Shopper
1449,Shopper
1450,Weekend
1451,Thrifty
1452,Weekend
1453,Shopper
1454,Weekend
1455,Commuter
1456,Shopper
1457,Weekend
1458,Weekend
1459,Commuter
1460,Weekend
1461,Thrifty
1462,Weekend
1463,Commuter
1464,Weekend
1465,Shopper
1466,Commuter
1467,Shopper
1468,Thrifty
1469,Shopper
1470,Weekend
1471,Weekend
1472,Weekend
1473,Shopper
1474,Thrifty
1475,Thrifty
1476,Weekend
1477,Shopper
1478,Weekend
1479,Weekend
1480,Thrifty
1481,Shopper
1482,Commuter
1483,Thrifty
1484,Commuter
1485,Thrifty
1486,Thrifty
1487,Thrifty
1488,Weekend
1489,Thrifty
1490,Thrifty
1491,Commuter
1492,Thrifty
1493,Commuter
1494,Commuter
1495,Weekend
1496,Weekend
1497,Weekend
1498,Thrifty
1499,Thrifty
1500,Shopper
1501,Thrifty
1502,Thrifty
1503,Commuter
1504,Thrifty
1505,Thrifty
1506,Thrifty
1507,Weekend
1508,Thrifty
1509,Weekend
1510,Weekend
1511,Shopper
1512,Weekend
1513,Shopper
1514,Commuter
1515,Commuter
1516,Commuter
1517,Weekend
1518,Shopper
1519,Commuter
1520,Shopper
1521,Commuter
1522,Shopper
1523,Thrifty
1524,Commuter
1525,Thrifty
1526,Commuter
1527,Commuter
1528,Thrifty
1529,Shopper
1530,Thrifty
1531,Thrifty
1532,Weekend
1533,Weekend
1534,Commuter
1535,Thrifty
1536,Commuter
1537,Commuter
1538,Weekend
1539,Commuter
1540,Thrifty
1541,Weekend
1542,Commuter
1543,Weekend
1544,Commuter
1545,Shopper
1546,Thrifty
1547,Shopper
1548,Weekend
1549,Commuter
1550,Weekend
1551,Shopper
1552,Weekend
1553,Shopper
1554,Shopper
1555,Commuter
1556,Commuter
1557,Weekend
1558,Thrifty
1559,Shopper
1560,Shopper
1561,Thrifty
1562,Commuter
1563,Weekend
1564,Commuter
1565,Shopper
1566,Thrifty
1567,Weekend
1568,Commuter
1569,Weekend
1570,Thrifty
1571,Weekend
1572,Commuter
1573,Weekend
1574,Shopper
1575,Commuter
1576,Commuter
1577,Commuter
1578,Weekend
1579,Weekend
1580,Thrifty
1581,Commuter
1582,Thrifty
1583,Weekend
1584,Thrifty
1585,Shopper
1586,Commuter
1587,Weekend
1588,Thrifty
1589,Thrifty
1590,Weekend
1591,Weekend
1592,Shopper
1593,Commuter
1594,Commuter
1595,Weekend
1596,Weekend
1597,Commuter
1598,Commuter
1599,Commuter
1600,Shopper
1601,Commuter
1602,Thrifty
1603,Commuter
1604,Thrifty
1605,Commuter
1606,Thrifty
1607,Commuter
1608,Shopper
1609,Commuter
1610,Thrifty
1611,Shopper
1612,Weekend
1613,Thrifty
1614,Thrifty
1615,Thrifty
1616,Weekend
1617,Shopper
1618,Weekend
1619,Weekend
1620,Weekend
1621,Thrifty
1622,Commuter
1623,Weekend
1624,Shopper
1625,Commuter
1626,Weekend
1627,Commuter
1628,Thrifty
1629,Commuter
1630,Thrifty
1631,Weekend
1632,Thrifty
1633,Weekend
1634,Weekend
1635,Shopper
1636,Commuter
1637,Thrifty
1638,Commuter
1639,Shopper
1640,Shopper
1641,Thrifty
1642,Shopper
1643,Thrifty
1644,Weekend
1645,Commuter
1646,Weekend
1647,Commuter
1648,Shopper
1649,Weekend
1650,Weekend
1651,Commuter
1652,Thrifty
1653,Commuter
1654,Thrifty
1655,Commuter
1656,Shopper
1657,Weekend
1658,Thrifty
1659,Thrifty
1660,Thrifty
1661,Weekend
1662,Thrifty
1663,Shopper
1664,Thrifty
1665,Shopper
1666,Shopper
1667,Commuter
1668,Shopper
1669,Commuter
1670,Shopper
1671,Thrifty
1672,Shopper
1673,Shopper
1674,Shopper
1675,Weekend
1676,Thrifty
1677,Commuter
1678,Thrifty
1679,Commuter
1680,Weekend
1681,Thrifty
1682,Shopper
1683,Weekend
1684,Shopper
1685,Commuter
1686,Shopper
1687,Shopper
1688,Thrifty
1689,Weekend
1690,Weekend
1691,Commuter
1692,Thrifty
1693,Thrifty
1694,Commuter
1695,Thrifty
1696,Commuter
1697,Commuter
1698,Commuter
1699,Shopper
1700,Thrifty
1701,Shopper
1702,Thrifty
1703,Thrifty
1704,Thrifty
1705,Thrifty
1706,Commuter
1707,Weekend
1708,Commuter
1709,Weekend
1710,Weekend
1711,Commuter
1712,Commuter
1713,Weekend
1714,Thrifty
1715,Commuter
1716,Shopper
1717,Commuter
1718,Weekend
1719,Shopper
1720,Commuter
1721,Commuter
1722,Commuter
1723,Thrifty
1724,Commuter
1725,Weekend
1726,Commuter
1727,Thrifty
1728,Shopper
1729,Shopper
1730,Weekend
1731,Thrifty
1732,Weekend
1733,Thrifty
1734,Thrifty
1735,Commuter
1736,Shopper
1737,Thrifty
1738,Commuter
1739,Thrifty
1740,Thrifty
1741,Shopper
1742,Weekend
1743,Weekend
1744,Commuter
1745,Thrifty
1746,Thrifty
1747,Commuter
1748,Commuter
1749,Weekend
1750,Commuter
1751,Thrifty
1752,Commuter
1753,Commuter
1754,Commuter
1755,Shopper
1756,Shopper
1757,Shopper
1758,Thrifty
1759,Commuter
1760,Thrifty
1761,Thrifty
1762,Shopper
1763,Commuter
1764,Thrifty
1765,Commuter
1766,Thrifty
1767,Weekend
1768,Thrifty
1769,Thrifty
1770,Thrifty
1771,Thrifty
1772,Weekend
1773,Shopper
1774,Shopper
1775,Weekend
1776,Thrifty
1777,Weekend
1778,Thrifty
1779,Commuter
1780,Shopper
1781,Commuter
1782,Shopper
1783,Thrifty
1784,Weekend
1785,Weekend
1786,Shopper
1787,Weekend
1788,Weekend
1789,Commuter
1790,Thrifty
1791,Commuter
1792,Weekend
1793,Thrifty
1794,Weekend
1795,Commuter
1796,Commuter
1797,Weekend
1798,Commuter
1799,Commuter
1800,Commuter
1801,Shopper
1802,Weekend
1803,Thrifty
1804,Commuter
1805,Thrifty
1806,Weekend
1807,Weekend
1808,Commuter
1809,Commuter
1810,Commuter
1811,Weekend
1812,Weekend
1813,Commuter
1814,Commuter
1815,Commuter
1816,Shopper
1817,Commuter
1818,Weekend
