customer_id,visits_total,visits_per_month,avg_check,avg_fuel_liters,coffee_attach_rate,carwash_attach_rate,morning_share,weekend_share,revenue_total,persona_mode
15,60,20.224719101123593,1517.2293333333332,19.34,0.75,0.13333333333333333,0.7833333333333333,0.3333333333333333,91033.76,Commuter
16,71,23.93258426966292,1501.6922535211268,20.204225352112676,0.676056338028169,0.1267605633802817,0.8450704225352113,0.323943661971831,106620.15,Commuter
17,14,5.675675675675675,2546.824285714286,52.73571428571428,0.14285714285714285,0.0,0.0,0.07142857142857142,35655.54,Thrifty
18,9,4.153846153846154,2564.7077777777777,54.58888888888889,0.0,0.1111111111111111,0.0,0.3333333333333333,23082.37,Thrifty
19,7,3.5593220338983054,2567.8757142857144,50.08571428571429,0.0,0.14285714285714285,0.0,0.5714285714285714,17975.13,Thrifty
20,60,20.0,1503.0231666666666,19.861666666666668,0.7166666666666667,0.08333333333333333,0.8333333333333334,0.35,90181.39,Commuter
21,24,8.181818181818182,2064.0,40.88333333333333,0.4166666666666667,0.125,0.08333333333333333,0.25,49536.0,Weekend
22,50,18.072289156626507,1526.102,20.11,0.66,0.06,0.84,0.34,76305.1,Commuter
23,71,24.204545454545457,1498.5170422535211,19.6056338028169,0.7746478873239436,0.08450704225352113,0.7323943661971831,0.2535211267605634,106394.71,Commuter
24,11,3.9759036144578315,2543.5745454545454,45.32727272727273,0.0,0.09090909090909091,0.0,0.36363636363636365,27979.32,Thrifty
25,12,4.736842105263158,2498.764166666667,52.96666666666667,0.0,0.08333333333333333,0.0,0.3333333333333333,29985.170000000002,Thrifty
26,20,7.0588235294117645,2060.0330000000004,39.94,0.4,0.05,0.1,0.35,41200.66,Weekend
27,68,23.448275862068968,1492.0417647058823,19.394117647058824,0.7794117647058824,0.08823529411764706,0.8088235294117647,0.2647058823529412,101458.84,Commuter
28,8,3.4782608695652177,2532.9987499999997,47.1125,0.0,0.0,0.0,0.375,20263.989999999998,Thrifty
29,11,3.8823529411764706,1990.0527272727275,39.5,0.2727272727272727,0.36363636363636365,0.0,0.18181818181818182,21890.58,Weekend
30,64,21.333333333333332,1514.53890625,19.459375,0.640625,0.0625,0.890625,0.21875,96930.49,Commuter
31,16,6.233766233766233,2102.715625,41.15,0.25,0.125,0.0,0.1875,33643.45,Weekend
32,69,24.069767441860463,1495.0656521739131,19.6768115942029,0.6666666666666666,0.10144927536231885,0.7971014492753623,0.2898550724637681,103159.53,Commuter
33,76,26.20689655172414,1504.2419736842105,20.348684210526315,0.7105263157894737,0.06578947368421052,0.75,0.27631578947368424,114322.39,Commuter
34,32,11.162790697674419,1191.5774999999999,15.009375,0.5625,0.21875,0.0,0.125,38130.479999999996,Shopper
35,44,16.923076923076923,1207.9770454545453,16.293181818181818,0.4772727272727273,0.29545454545454547,0.0,0.29545454545454547,53150.99,Shopper
36,33,11.647058823529411,1157.2945454545454,16.6030303030303,0.42424242424242425,0.18181818181818182,0.0,0.3939393939393939,38190.72,Shopper
37,14,4.941176470588235,2439.9728571428573,46.07142857142857,0.14285714285714285,0.0,0.0,0.42857142857142855,34159.62,Thrifty
38,71,23.666666666666668,1518.50676056338,19.12676056338028,0.704225352112676,0.056338028169014086,0.7887323943661971,0.323943661971831,107813.98,Commuter
39,28,9.438202247191011,2011.9464285714287,39.46785714285714,0.35714285714285715,0.2857142857142857,0.07142857142857142,0.2857142857142857,56334.5,Weekend
40,12,4.390243902439025,2669.89,45.71666666666667,0.08333333333333333,0.08333333333333333,0.0,0.4166666666666667,32038.68,Thrifty
41,60,20.0,1502.1116666666667,19.095000000000002,0.5666666666666667,0.11666666666666667,0.75,0.45,90126.7,Commuter
42,11,3.8823529411764706,2619.2754545454545,49.01818181818182,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,28812.03,Thrifty
43,59,19.8876404494382,1513.5767796610169,20.040677966101697,0.6101694915254238,0.06779661016949153,0.8813559322033898,0.2711864406779661,89301.03,Commuter
44,37,12.613636363636365,1203.4472972972974,16.42162162162162,0.5135135135135135,0.10810810810810811,0.0,0.21621621621621623,44527.55,Shopper
45,57,19.213483146067414,1476.4192982456138,20.614035087719298,0.7368421052631579,0.12280701754385964,0.7543859649122807,0.2631578947368421,84155.9,Commuter
46,15,6.0,1997.8453333333334,43.64666666666667,0.3333333333333333,0.13333333333333333,0.13333333333333333,0.3333333333333333,29967.68,Weekend
47,15,5.69620253164557,2516.614,49.12,0.06666666666666667,0.0,0.0,0.06666666666666667,37749.21,Thrifty
48,12,5.217391304347826,2487.0783333333334,49.925000000000004,0.0,0.16666666666666666,0.0,0.16666666666666666,29844.94,Thrifty
49,20,7.142857142857143,2532.4115,54.55,0.0,0.15,0.0,0.3,50648.23,Thrifty
50,70,23.333333333333332,1475.985,18.96,0.7857142857142857,0.12857142857142856,0.7571428571428571,0.2571428571428571,103318.95,Commuter
51,36,12.857142857142858,1184.243888888889,14.733333333333333,0.4166666666666667,0.2777777777777778,0.0,0.2777777777777778,42632.78,Shopper
52,16,6.153846153846153,1995.41625,41.1375,0.25,0.375,0.125,0.25,31926.66,Weekend
53,47,16.987951807228917,1181.9061702127658,15.014893617021277,0.3617021276595745,0.14893617021276595,0.0,0.40425531914893614,55549.59,Shopper
54,49,17.093023255813954,1197.7722448979591,15.644897959183673,0.5918367346938775,0.1836734693877551,0.0,0.3673469387755102,58690.84,Shopper
55,22,8.461538461538462,1951.5745454545454,39.336363636363636,0.22727272727272727,0.18181818181818182,0.09090909090909091,0.36363636363636365,42934.64,Weekend
56,38,13.255813953488373,1171.6336842105263,14.821052631578949,0.5,0.15789473684210525,0.0,0.3157894736842105,44522.08,Shopper
57,60,20.224719101123593,1487.339,18.753333333333334,0.6833333333333333,0.08333333333333333,0.85,0.2833333333333333,89240.34,Commuter
58,81,28.25581395348837,1505.6174074074074,19.62962962962963,0.7407407407407407,0.08641975308641975,0.8148148148148148,0.2962962962962963,121955.01,Commuter
59,58,20.470588235294116,1505.1586206896552,19.66551724137931,0.6896551724137931,0.08620689655172414,0.7758620689655172,0.20689655172413793,87299.2,Commuter
60,10,5.454545454545455,2438.474,50.730000000000004,0.1,0.0,0.0,0.5,24384.74,Thrifty
61,11,4.125,2512.791818181818,53.48181818181818,0.18181818181818182,0.09090909090909091,0.0,0.18181818181818182,27640.71,Thrifty
62,46,16.829268292682926,1483.1321739130435,19.215217391304346,0.6086956521739131,0.08695652173913043,0.8913043478260869,0.21739130434782608,68224.08,Commuter
63,42,14.651162790697674,1198.8269047619049,15.283333333333333,0.5714285714285714,0.23809523809523808,0.0,0.30952380952380953,50350.73,Shopper
64,12,4.390243902439025,2465.69,47.50833333333333,0.0,0.0,0.0,0.4166666666666667,29588.28,Thrifty
65,68,23.181818181818183,1509.731029411765,20.59264705882353,0.6176470588235294,0.08823529411764706,0.8088235294117647,0.27941176470588236,102661.71,Commuter
66,5,3.3333333333333335,2569.886,50.2,0.2,0.2,0.0,0.2,12849.43,Thrifty
67,48,16.74418604651163,1513.7554166666666,19.8625,0.8541666666666666,0.10416666666666667,0.7708333333333334,0.3541666666666667,72660.26,Commuter
68,36,12.134831460674157,1195.0402777777776,15.438888888888888,0.75,0.16666666666666666,0.0,0.2777777777777778,43021.45,Shopper
69,51,17.386363636363637,1507.6364705882354,19.29607843137255,0.803921568627451,0.0392156862745098,0.7254901960784313,0.29411764705882354,76889.46,Commuter
70,43,15.0,1175.2458139534883,13.406976744186046,0.37209302325581395,0.20930232558139536,0.0,0.32558139534883723,50535.57,Shopper
71,16,5.454545454545455,1991.095625,39.45,0.5,0.375,0.0,0.3125,31857.53,Weekend
72,72,24.545454545454547,1511.0423611111112,20.15277777777778,0.6388888888888888,0.06944444444444445,0.8194444444444444,0.18055555555555555,108795.05,Commuter
73,77,25.95505617977528,1472.7285714285715,19.85844155844156,0.7142857142857143,0.09090909090909091,0.8961038961038961,0.2597402597402597,113400.1,Commuter
74,37,12.613636363636365,1201.6945945945945,14.5,0.32432432432432434,0.21621621621621623,0.0,0.2972972972972973,44462.7,Shopper
75,18,6.067415730337078,1891.8705555555555,38.78333333333333,0.2777777777777778,0.2777777777777778,0.05555555555555555,0.3888888888888889,34053.67,Weekend
76,20,8.571428571428571,1923.2565,39.239999999999995,0.35,0.2,0.15,0.25,38465.13,Weekend
77,13,5.571428571428571,1984.6176923076923,41.599999999999994,0.46153846153846156,0.23076923076923078,0.0,0.23076923076923078,25800.03,Weekend
78,62,21.379310344827587,1518.0282258064517,21.44677419354839,0.6935483870967742,0.08064516129032258,0.8225806451612904,0.3064516129032258,94117.75,Commuter
79,12,4.390243902439025,2464.67,49.791666666666664,0.0,0.0,0.0,0.25,29576.04,Thrifty
80,78,27.209302325581394,1478.6532051282052,20.28717948717949,0.717948717948718,0.10256410256410256,0.8589743589743589,0.3333333333333333,115334.95,Commuter
81,36,12.413793103448276,1226.2419444444445,15.044444444444444,0.5555555555555556,0.1111111111111111,0.0,0.2777777777777778,44144.71,Shopper
82,17,5.730337078651685,1996.0788235294115,39.49411764705882,0.35294117647058826,0.29411764705882354,0.17647058823529413,0.17647058823529413,33933.34,Weekend
83,11,4.230769230769231,2521.1545454545453,53.58181818181818,0.18181818181818182,0.09090909090909091,0.0,0.45454545454545453,27732.7,Thrifty
84,64,21.81818181818182,1484.82640625,18.846875,0.703125,0.09375,0.765625,0.171875,95028.89,Commuter
85,12,5.070422535211268,2484.0275,49.166666666666664,0.0,0.08333333333333333,0.0,0.5,29808.33,Thrifty
86,12,5.901639344262295,2612.54,51.775,0.0,0.16666666666666666,0.0,0.3333333333333333,31350.48,Thrifty
87,24,8.571428571428571,2015.2345833333336,39.50833333333333,0.2916666666666667,0.20833333333333334,0.08333333333333333,0.25,48365.630000000005,Weekend
88,19,6.627906976744186,2037.784210526316,37.08421052631579,0.47368421052631576,0.3157894736842105,0.21052631578947367,0.3684210526315789,38717.9,Weekend
89,34,11.46067415730337,1181.3241176470588,15.126470588235293,0.6764705882352942,0.058823529411764705,0.0,0.23529411764705882,40165.02,Shopper
90,12,5.714285714285714,2372.471666666667,47.88333333333333,0.0,0.0,0.0,0.25,28469.66,Thrifty
91,75,25.56818181818182,1486.0052,19.865333333333336,0.6,0.06666666666666667,0.7733333333333333,0.29333333333333333,111450.39,Commuter
92,16,6.233766233766233,1992.479375,39.25,0.4375,0.125,0.0625,0.25,31879.67,Weekend
93,21,7.590361445783133,2045.5442857142857,39.00476190476191,0.5238095238095238,0.38095238095238093,0.09523809523809523,0.19047619047619047,42956.43,Weekend
94,20,7.142857142857143,2011.6384999999998,44.75,0.35,0.25,0.05,0.25,40232.77,Weekend
95,20,7.0588235294117645,1914.0369999999998,41.495,0.45,0.3,0.1,0.2,38280.74,Weekend
96,11,7.500000000000001,2606.1909090909094,48.38181818181818,0.09090909090909091,0.18181818181818182,0.0,0.36363636363636365,28668.100000000002,Thrifty
97,11,4.647887323943662,2416.7445454545455,51.07272727272727,0.0,0.18181818181818182,0.0,0.2727272727272727,26584.190000000002,Thrifty
98,15,5.0,2434.807333333333,49.10666666666667,0.0,0.06666666666666667,0.0,0.26666666666666666,36522.11,Thrifty
99,71,24.204545454545457,1501.3652112676054,20.33943661971831,0.8309859154929577,0.07042253521126761,0.8732394366197183,0.38028169014084506,106596.93,Commuter
100,58,20.232558139534884,1519.9689655172413,20.186206896551724,0.6551724137931034,0.10344827586206896,0.8793103448275862,0.1724137931034483,88158.2,Commuter
101,63,21.235955056179776,1486.2633333333333,19.150793650793652,0.7142857142857143,0.047619047619047616,0.7777777777777778,0.2857142857142857,93634.59,Commuter
102,22,7.415730337078651,1989.6686363636363,39.32727272727273,0.45454545454545453,0.13636363636363635,0.09090909090909091,0.09090909090909091,43772.71,Weekend
103,18,6.206896551724138,2387.9705555555556,48.46666666666667,0.0,0.16666666666666666,0.0,0.2222222222222222,42983.47,Thrifty
104,13,5.0,2466.837692307692,50.3,0.15384615384615385,0.0,0.0,0.23076923076923078,32068.89,Thrifty
105,56,19.310344827586206,1183.1173214285714,16.460714285714285,0.5178571428571429,0.30357142857142855,0.0,0.19642857142857142,66254.56999999999,Shopper
106,64,21.573033707865168,1496.20828125,20.475,0.59375,0.140625,0.828125,0.359375,95757.33,Commuter
107,12,5.217391304347826,2498.745,49.725,0.08333333333333333,0.08333333333333333,0.0,0.25,29984.94,Thrifty
108,21,7.590361445783133,2104.114761904762,38.27619047619047,0.47619047619047616,0.3333333333333333,0.19047619047619047,0.3333333333333333,44186.41,Weekend
109,61,20.56179775280899,1545.987049180328,18.604918032786887,0.6885245901639344,0.08196721311475409,0.8360655737704918,0.2459016393442623,94305.21,Commuter
110,69,23.0,1511.0471014492753,19.384057971014492,0.6956521739130435,0.057971014492753624,0.7391304347826086,0.3188405797101449,104262.25,Commuter
111,59,19.666666666666668,1534.964406779661,20.037288135593222,0.6610169491525424,0.11864406779661017,0.6949152542372882,0.2542372881355932,90562.9,Commuter
112,62,21.136363636363637,1490.8154838709677,20.15967741935484,0.6451612903225806,0.04838709677419355,0.8225806451612904,0.0967741935483871,92430.56,Commuter
113,33,11.0,1199.2721212121212,15.98181818181818,0.5454545454545454,0.18181818181818182,0.0,0.18181818181818182,39575.979999999996,Shopper
114,53,18.06818181818182,1210.4496226415094,14.916981132075472,0.41509433962264153,0.18867924528301888,0.0,0.32075471698113206,64153.83,Shopper
115,21,8.75,2067.381428571429,41.75238095238095,0.3333333333333333,0.14285714285714285,0.047619047619047616,0.19047619047619047,43415.01,Weekend
116,42,14.651162790697674,1200.71,16.276190476190475,0.6190476190476191,0.2619047619047619,0.0,0.21428571428571427,50429.82,Shopper
117,38,12.808988764044944,1178.6986842105264,14.892105263157895,0.4473684210526316,0.15789473684210525,0.0,0.2894736842105263,44790.55,Shopper
118,62,21.627906976744185,1506.9456451612905,19.616129032258065,0.6612903225806451,0.11290322580645161,0.7741935483870968,0.3225806451612903,93430.63,Commuter
119,43,15.542168674698795,1196.3009302325581,15.125581395348837,0.5348837209302325,0.2558139534883721,0.0,0.37209302325581395,51440.94,Shopper
120,14,6.0,2535.7985714285714,52.107142857142854,0.0,0.0,0.0,0.14285714285714285,35501.18,Thrifty
121,43,15.357142857142858,1215.6923255813954,15.71627906976744,0.5348837209302325,0.18604651162790697,0.0,0.18604651162790697,52274.77,Shopper
122,36,12.0,1152.8772222222224,15.005555555555556,0.4722222222222222,0.2222222222222222,0.0,0.2777777777777778,41503.58,Shopper
123,8,2.962962962962963,2464.0325,49.475,0.0,0.0,0.0,0.375,19712.26,Thrifty
124,65,21.91011235955056,1509.6406153846153,19.804615384615385,0.6461538461538462,0.2,0.8461538461538461,0.3076923076923077,98126.64,Commuter
125,51,17.586206896551726,1506.0760784313727,19.75294117647059,0.7843137254901961,0.0784313725490196,0.7843137254901961,0.27450980392156865,76809.88,Commuter
126,9,3.91304347826087,2640.1633333333334,51.08888888888889,0.0,0.1111111111111111,0.0,0.3333333333333333,23761.47,Thrifty
127,35,12.209302325581396,1195.1082857142858,14.714285714285714,0.5714285714285714,0.2857142857142857,0.0,0.2571428571428571,41828.79,Shopper
128,39,13.146067415730336,1217.0223076923078,14.866666666666665,0.4358974358974359,0.1794871794871795,0.0,0.2564102564102564,47463.87,Shopper
129,51,17.191011235955056,1489.5801960784313,19.398039215686275,0.5686274509803921,0.0784313725490196,0.7843137254901961,0.23529411764705882,75968.59,Commuter
130,12,5.625,2482.9775,51.85,0.08333333333333333,0.0,0.0,0.4166666666666667,29795.73,Thrifty
131,19,7.215189873417722,2474.6484210526314,47.51052631578948,0.05263157894736842,0.05263157894736842,0.0,0.15789473684210525,47018.32,Thrifty
132,72,24.269662921348313,1495.9354166666667,20.429166666666667,0.6527777777777778,0.16666666666666666,0.8472222222222222,0.2777777777777778,107707.35,Commuter
133,60,21.686746987951807,1506.9618333333335,19.825,0.7166666666666667,0.05,0.8333333333333334,0.23333333333333334,90417.71,Commuter
134,10,3.7037037037037033,2275.341,47.81,0.0,0.1,0.0,0.3,22753.41,Thrifty
135,46,15.681818181818183,1205.9378260869564,14.745652173913042,0.5434782608695652,0.2391304347826087,0.0,0.1956521739130435,55473.14,Shopper
136,14,5.121951219512195,2492.5128571428572,52.52142857142858,0.07142857142857142,0.14285714285714285,0.0,0.5,34895.18,Thrifty
137,25,8.823529411764705,2505.5172000000002,51.092,0.12,0.0,0.0,0.28,62637.93,Thrifty
138,21,7.590361445783133,1956.6371428571426,41.6,0.5238095238095238,0.19047619047619047,0.23809523809523808,0.38095238095238093,41089.38,Weekend
139,7,2.4705882352941173,2553.308571428571,45.17142857142857,0.0,0.14285714285714285,0.0,0.0,17873.16,Thrifty
140,43,15.176470588235293,1200.367441860465,15.35581395348837,0.5348837209302325,0.23255813953488372,0.0,0.32558139534883723,51615.8,Shopper
141,29,10.609756097560975,1215.7068965517242,14.017241379310345,0.5862068965517241,0.13793103448275862,0.0,0.27586206896551724,35255.5,Shopper
142,56,19.53488372093023,1476.5898214285714,20.3875,0.6785714285714286,0.16071428571428573,0.7678571428571429,0.26785714285714285,82689.03,Commuter
143,7,3.387096774193548,2458.921428571429,50.6,0.0,0.0,0.0,0.2857142857142857,17212.45,Thrifty
144,19,7.3076923076923075,2451.3921052631576,51.363157894736844,0.05263157894736842,0.05263157894736842,0.0,0.3157894736842105,46576.45,Thrifty
145,57,19.88372093023256,1488.6038596491228,19.62456140350877,0.7719298245614035,0.14035087719298245,0.7719298245614035,0.3157894736842105,84850.42,Commuter
146,67,22.584269662921347,1483.0532835820898,18.898507462686567,0.6865671641791045,0.08955223880597014,0.746268656716418,0.23880597014925373,99364.57,Commuter
147,24,8.470588235294118,2039.1279166666666,38.770833333333336,0.5416666666666666,0.25,0.16666666666666666,0.20833333333333334,48939.07,Weekend
148,4,2.4,2630.1575000000003,52.625,0.0,0.0,0.0,0.25,10520.630000000001,Thrifty
149,63,21.47727272727273,1504.8223809523809,19.517460317460316,0.8571428571428571,0.12698412698412698,0.8571428571428571,0.31746031746031744,94803.81,Commuter
150,73,24.606741573033705,1513.5206849315068,20.21232876712329,0.7397260273972602,0.0958904109589041,0.7808219178082192,0.3424657534246575,110487.01,Commuter
151,31,10.813953488372093,1178.1793548387095,14.948387096774193,0.3548387096774194,0.3870967741935484,0.0,0.2903225806451613,36523.56,Shopper
152,65,22.15909090909091,1496.2055384615385,19.24153846153846,0.5692307692307692,0.046153846153846156,0.8307692307692308,0.23076923076923078,97253.36,Commuter
153,71,24.482758620689655,1508.299014084507,20.316901408450704,0.8169014084507042,0.04225352112676056,0.8591549295774648,0.3380281690140845,107089.23,Commuter
154,18,6.27906976744186,2494.6094444444443,56.388888888888886,0.05555555555555555,0.0,0.0,0.2777777777777778,44902.97,Thrifty
155,41,13.666666666666666,1194.0985365853658,15.082926829268292,0.4146341463414634,0.1951219512195122,0.0,0.21951219512195122,48958.04,Shopper
156,54,19.28571428571429,1492.7796296296297,19.74259259259259,0.8148148148148148,0.018518518518518517,0.7592592592592593,0.4074074074074074,80610.1,Commuter
157,21,7.325581395348837,1941.8185714285714,39.852380952380955,0.3333333333333333,0.42857142857142855,0.0,0.23809523809523808,40778.19,Weekend
158,24,9.113924050632912,2025.618333333333,40.49166666666667,0.625,0.20833333333333334,0.08333333333333333,0.25,48614.84,Weekend
159,58,19.772727272727273,1472.3217241379311,20.158620689655173,0.6551724137931034,0.08620689655172414,0.7241379310344828,0.15517241379310345,85394.66,Commuter
160,25,8.522727272727273,2024.2936,41.856,0.44,0.32,0.12,0.24,50607.34,Weekend
161,20,8.108108108108107,2498.9674999999997,50.7,0.0,0.1,0.0,0.4,49979.35,Thrifty
162,21,7.590361445783133,2039.769523809524,38.20952380952381,0.38095238095238093,0.14285714285714285,0.14285714285714285,0.14285714285714285,42835.16,Weekend
163,29,10.875,2033.9393103448276,41.56896551724138,0.2413793103448276,0.2413793103448276,0.10344827586206896,0.4482758620689655,58984.24,Weekend
164,13,5.492957746478873,2461.7615384615387,49.23076923076923,0.0,0.07692307692307693,0.0,0.07692307692307693,32002.9,Thrifty
165,53,17.666666666666668,1507.5643396226417,19.947169811320755,0.6792452830188679,0.1320754716981132,0.8301886792452831,0.2641509433962264,79900.91,Commuter
166,44,16.5,1197.7877272727274,14.634090909090908,0.5,0.18181818181818182,0.0,0.11363636363636363,52702.66,Shopper
167,12,7.659574468085107,2485.534166666667,49.00833333333333,0.08333333333333333,0.0,0.0,0.3333333333333333,29826.41,Thrifty
168,66,23.023255813953487,1512.0113636363637,19.345454545454544,0.5606060606060606,0.12121212121212122,0.7878787878787878,0.2727272727272727,99792.75,Commuter
169,70,24.41860465116279,1520.534,19.97142857142857,0.6857142857142857,0.12857142857142856,0.7857142857142857,0.2571428571428571,106437.38,Commuter
170,17,6.071428571428572,2017.6864705882351,41.3235294117647,0.5294117647058824,0.17647058823529413,0.058823529411764705,0.29411764705882354,34300.67,Weekend
171,27,9.0,1918.8262962962963,40.681481481481484,0.48148148148148145,0.2222222222222222,0.07407407407407407,0.18518518518518517,51808.31,Weekend
172,71,23.666666666666668,1464.2208450704225,20.01267605633803,0.7323943661971831,0.1267605633802817,0.7746478873239436,0.352112676056338,103959.68,Commuter
173,14,4.827586206896552,2593.3064285714286,54.707142857142856,0.0,0.0,0.0,0.35714285714285715,36306.29,Thrifty
174,68,23.181818181818183,1531.104411764706,20.13823529411765,0.6323529411764706,0.07352941176470588,0.8382352941176471,0.22058823529411764,104115.1,Commuter
175,16,6.233766233766233,1995.35125,43.4625,0.625,0.3125,0.0625,0.375,31925.62,Weekend
176,65,23.78048780487805,1502.9843076923075,20.021538461538462,0.7076923076923077,0.06153846153846154,0.7384615384615385,0.27692307692307694,97693.98,Commuter
177,14,5.6,1997.4285714285713,38.67142857142857,0.5,0.07142857142857142,0.07142857142857142,0.2857142857142857,27964.0,Weekend
178,16,6.315789473684211,2472.01625,48.85,0.1875,0.0,0.0,0.4375,39552.26,Thrifty
179,50,17.64705882352941,1213.1660000000002,15.366,0.58,0.16,0.0,0.42,60658.3,Shopper
180,54,18.0,1523.4133333333334,19.38703703703704,0.6111111111111112,0.037037037037037035,0.8148148148148148,0.25925925925925924,82264.32,Commuter
181,11,3.8372093023255816,2429.199090909091,49.972727272727276,0.0,0.18181818181818182,0.0,0.18181818181818182,26721.190000000002,Thrifty
182,58,20.232558139534884,1491.9025862068966,21.344827586206897,0.7413793103448276,0.1724137931034483,0.7931034482758621,0.27586206896551724,86530.35,Commuter
183,52,19.25925925925926,1210.066923076923,16.326923076923077,0.5192307692307693,0.1346153846153846,0.0,0.25,62923.48,Shopper
184,29,10.357142857142858,1163.3096551724136,15.289655172413791,0.4482758620689655,0.3103448275862069,0.0,0.3793103448275862,33735.979999999996,Shopper
185,66,22.247191011235955,1485.534090909091,20.793939393939397,0.803030303030303,0.09090909090909091,0.8484848484848485,0.30303030303030304,98045.25,Commuter
186,21,7.500000000000001,1986.1295238095238,39.05714285714286,0.3333333333333333,0.2857142857142857,0.23809523809523808,0.38095238095238093,41708.72,Weekend
187,53,17.865168539325843,1208.7041509433961,15.269811320754716,0.4716981132075472,0.20754716981132076,0.0,0.32075471698113206,64061.32,Shopper
188,21,7.325581395348837,2046.105238095238,43.33809523809524,0.14285714285714285,0.3333333333333333,0.09523809523809523,0.19047619047619047,42968.21,Weekend
189,8,4.363636363636364,2424.29625,49.375,0.0,0.0,0.0,0.125,19394.37,Thrifty
190,73,24.606741573033705,1499.1834246575343,19.83972602739726,0.8356164383561644,0.0684931506849315,0.821917808219178,0.3287671232876712,109440.39,Commuter
191,51,17.790697674418606,1488.4986274509806,20.454901960784316,0.6470588235294118,0.0196078431372549,0.8431372549019608,0.27450980392156865,75913.43000000001,Commuter
192,45,16.463414634146343,1210.2124444444444,14.648888888888889,0.5333333333333333,0.2222222222222222,0.0,0.2,54459.56,Shopper
193,33,11.123595505617978,1194.530909090909,15.648484848484848,0.6060606060606061,0.18181818181818182,0.0,0.2727272727272727,39419.52,Shopper
194,17,6.219512195121951,2066.9205882352944,39.1,0.35294117647058826,0.29411764705882354,0.17647058823529413,0.058823529411764705,35137.65,Weekend
195,10,3.658536585365854,2396.638,53.720000000000006,0.0,0.0,0.0,0.2,23966.38,Thrifty
196,9,3.4177215189873418,2538.0377777777776,47.21111111111111,0.0,0.1111111111111111,0.0,0.6666666666666666,22842.34,Thrifty
197,17,5.795454545454546,1975.4982352941176,39.23529411764706,0.47058823529411764,0.23529411764705882,0.11764705882352941,0.35294117647058826,33583.47,Weekend
198,33,11.647058823529411,1213.4057575757577,16.25151515151515,0.45454545454545453,0.12121212121212122,0.0,0.2727272727272727,40042.39,Shopper
199,52,17.333333333333332,1198.1165384615383,15.934615384615386,0.4423076923076923,0.15384615384615385,0.0,0.3076923076923077,62302.06,Shopper
200,19,6.867469879518072,2036.5763157894735,41.89473684210526,0.3684210526315789,0.21052631578947367,0.10526315789473684,0.2631578947368421,38694.95,Weekend
201,15,5.357142857142858,1988.9379999999999,37.193333333333335,0.26666666666666666,0.26666666666666666,0.06666666666666667,0.3333333333333333,29834.07,Weekend
202,60,20.224719101123593,1507.3645,19.263333333333332,0.7,0.05,0.8333333333333334,0.21666666666666667,90441.87,Commuter
203,72,25.11627906976744,1498.8006944444444,20.540277777777778,0.7777777777777778,0.19444444444444445,0.7777777777777778,0.2638888888888889,107913.65,Commuter
204,31,11.204819277108435,1183.3967741935485,13.274193548387096,0.5161290322580645,0.12903225806451613,0.0,0.25806451612903225,36685.3,Shopper
205,27,9.204545454545455,2053.5666666666666,39.74074074074074,0.48148148148148145,0.5185185185185185,0.18518518518518517,0.18518518518518517,55446.3,Weekend
206,71,23.93258426966292,1515.5257746478874,19.2,0.7183098591549296,0.08450704225352113,0.7746478873239436,0.30985915492957744,107602.33,Commuter
